singapore.test-ipv6.com,https://ipv4.singapore.test-ipv6.com/images-nc/knob_green.png,https://ipv6.singapore.test-ipv6.com/images-nc/knob_green.png
saopaulo.test-ipv6.com,https://ipv4.saopaulo.test-ipv6.com/images-nc/knob_green.png,https://ipv6.saopaulo.test-ipv6.com/images-nc/knob_green.png
test-ipv6.hu,https://ipv4.test-ipv6.hu/images-nc/knob_green.png,https://ipv6.test-ipv6.hu/images-nc/knob_green.png
test-ipv6.cz,https://ipv4.test-ipv6.cz/images-nc/knob_green.png,https://ipv6.test-ipv6.cz/images-nc/knob_green.png
frankfurt.test-ipv6.com,https://ipv4.frankfurt.test-ipv6.com/images-nc/knob_green.png,https://ipv6.frankfurt.test-ipv6.com/images-nc/knob_green.png
he.net,https://ipv4.tunnelbroker.net/images/helogo.gif,https://ipv6.tunnelbroker.net/images/helogo.gif
osaka.test-ipv6.com,https://ipv4.osaka.test-ipv6.com/images-nc/knob_green.png,https://ipv6.osaka.test-ipv6.com/images-nc/knob_green.png
test-ipv6.amelek.net,https://ipv4.test-ipv6.amelek.net/images-nc/knob_green.png,https://ipv6.test-ipv6.amelek.net/images-nc/knob_green.png
triplebit.org,https://ipv4.test-ipv6.triplebit.us/images-nc/knob_green.png,https://ipv6.test-ipv6.triplebit.us/images-nc/knob_green.png
test-ipv6.carnet.hr,https://ipv4.test-ipv6.carnet.hr/images-nc/knob_green.png,https://ipv6.test-ipv6.carnet.hr/images-nc/knob_green.png
amsterdam.test-ipv6.com,https://ipv4.amsterdam.test-ipv6.com/images-nc/knob_green.png,https://ipv6.amsterdam.test-ipv6.com/images-nc/knob_green.png
miami.test-ipv6.com,https://ipv4.miami.test-ipv6.com/images-nc/knob_green.png,https://ipv6.miami.test-ipv6.com/images-nc/knob_green.png
test-ipv6.noroutetohost.net,https://ipv4.test-ipv6.noroutetohost.net/images-nc/knob_green.png,https://ipv6.test-ipv6.noroutetohost.net/images-nc/knob_green.png
www.steffann.nl,https://v4-only.steffann.nl/v4-only.png,https://v6-only.steffann.nl/v6-only.png
www.joram.it,https://ipv4.joram.it/oggetti/immagini/ipv4.png,https://ipv6.joram.it/oggetti/immagini/ipv6.jpg
sydney.test-ipv6.com,https://ipv4.sydney.test-ipv6.com/images-nc/knob_green.png,https://ipv6.sydney.test-ipv6.com/images-nc/knob_green.png
test-ipv6.cl,https://ipv4.test-ipv6.cl/images-nc/knob_green.png,https://ipv6.test-ipv6.cl/images-nc/knob_green.png
sixte.st,https://ipv4.sixte.st/images-nc/knob_green.png,https://ipv6.sixte.st/images-nc/knob_green.png
test-ipv6.alpinedc.ch,https://ipv4.test-ipv6.alpinedc.ch/images-nc/knob_green.png,https://ipv6.test-ipv6.alpinedc.ch/images-nc/knob_green.png
ayepv6.com (DO),https://v4.test-ipv6.do.ayepv6.com/images/knob_green.png,https://v6.test-ipv6.do.ayepv6.com/images/knob_green.png
testipv6.de,https://ipv4.testipv6.de/images-nc/knob_green.png,https://ipv6.testipv6.de/images-nc/knob_green.png
www.excathedra.co,https://ipv4.excathedra.co/knob_valid_green.png,https://ipv6.excathedra.co/knob_valid_green.png
test-ipv6.se,https://ipv4.test-ipv6.se/images-nc/knob_green.png,https://ipv6.test-ipv6.se/images-nc/knob_green.png
test-ipv6.epic.network,https://ipv4.test-ipv6.epic.network/images-nc/knob_green.png,https://ipv6.test-ipv6.epic.network/images-nc/knob_green.png
ayepv6.com (VU),https://v4.test-ipv6.vu.ayepv6.com/images/knob_green.png,https://v6.test-ipv6.vu.ayepv6.com/images/knob_green.png
mudgee.host,https://ipv4.mudgee.host/logo.png,https://ipv6.mudgee.host/logo.png